tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Thác Bà,12/01 23:00,56.97,58,46,,422.87,0,422.87,0,0
Bản Chát,13/01 23:00,474.84,475,431,19.7,0.0,0,0.0,0,0
Huội Quảng,13/01 23:00,368.44,370,368,5.3,0.0,0,0.0,0,0
Sơn La,13/01 23:00,213.77,215,175,670.0,309.0,0,309.0,0,0
Hòa Bình,13/01 19:00,111.29,117,80,1210.0,2190.0,0,2190.0,0,0
Thác Bà,13/01 23:00,56.83,58,46,,424.66,0,424.66,0,0
Bản Chát,14/01 23:00,474.85,475,431,19.7,0.0,0,0.0,0,0
Huội Quảng,14/01 23:00,368.46,370,368,5.3,0.0,0,0.0,0,0
Sơn La,14/01 23:00,213.71,215,175,674.0,285.0,0,285.0,0,0
Hòa Bình,14/01 19:00,110.64,117,80,756.0,2176.0,0,2176.0,0,0
Thác Bà,14/01 23:00,56.69,58,46,,426.73,0,426.73,0,0
Bản Chát,15/01 23:00,474.71,475,431,15.1,119.3,0,119.3,0,0
Huội Quảng,15/01 23:00,368.19,370,368,128.9,191.2,0,191.2,0,0
Sơn La,15/01 23:00,213.71,215,175,1287.0,593.0,0,593.0,0,0
Hòa Bình,15/01 19:00,110.5,117,80,480.0,640.0,0,640.0,0,0
Thác Bà,15/01 23:00,56.64,58,46,,135.68,0,135.68,0,0
Bản Chát,16/01 23:00,474.56,475,431,19.1,239.0,0,239.0,0,0
Huội Quảng,16/01 23:00,368.08,370,368,207.9,225.1,0,225.1,0,0
Sơn La,16/01 23:00,213.74,215,175,1044.0,627.0,0,627.0,0,0
Hòa Bình,16/01 19:00,110.48,117,80,826.0,986.0,0,986.0,0,0
Thác Bà,16/01 23:00,56.59,58,46,,134.76,0,134.76,0,0
Bản Chát,17/01 23:00,474.38,475,431,13.5,59.9,0,59.9,0,0
Huội Quảng,17/01 23:00,368.23,370,368,39.1,0.0,0,0.0,0,0
Sơn La,17/01 23:00,213.84,215,175,1179.0,318.0,0,318.0,0,0
Hòa Bình,17/01 19:00,110.58,117,80,872.0,582.0,0,582.0,0,0
Thác Bà,17/01 23:00,56.58,58,46,,0.0,0,0.0,0,0
Bản Chát,18/01 23:00,474.16,475,431,20.1,240.0,0,240.0,0,0
Huội Quảng,18/01 23:00,368.11,370,368,233.7,147.3,0,147.3,0,0
Sơn La,18/01 23:00,213.94,215,175,1356.0,634.0,0,634.0,0,0
Hòa Bình,18/01 19:00,110.51,117,80,362.0,883.0,0,883.0,0,0
Thác Bà,18/01 23:00,56.58,58,46,,0.0,0,0.0,0,0
Bản Chát,19/01 23:00,474.01,475,431,18.5,147.5,0,147.5,0,0
Huội Quảng,19/01 23:00,368.27,370,368,173.3,44.1,0,44.1,0,0
Sơn La,19/01 23:00,213.85,215,175,1013.0,513.0,0,513.0,0,0
Hòa Bình,19/01 19:00,110.47,117,80,1041.0,1292.0,0,1292.0,0,0
Thác Bà,19/01 23:00,56.58,58,46,,0.0,0,0.0,0,0
Bản Chát,20/01 23:00,473.8,475,431,14.3,43.8,0,43.8,0,0
Huội Quảng,20/01 23:00,368.9,370,368,65.7,15.4,0,15.4,0,0
Sơn La,20/01 23:00,213.91,215,175,716.0,522.0,0,522.0,0,0
Hòa Bình,20/01 19:00,110.32,117,80,905.0,1426.0,0,1426.0,0,0
Thác Bà,20/01 23:00,56.58,58,46,,0.0,0,0.0,0,0
Bản Chát,21/01 23:00,473.66,475,431,20.5,115.2,0,115.2,0,0
Huội Quảng,21/01 23:00,368.9,370,368,98.7,161.0,0,161.0,0,0
Sơn La,21/01 23:00,213.86,215,175,1092.0,620.0,0,620.0,0,0
Hòa Bình,21/01 19:00,110.22,117,80,590.0,1200.0,0,1200.0,0,0
Thác Bà,21/01 23:00,56.56,58,46,,0.0,0,0.0,0,0
Bản Chát,22/01 23:00,473.5,475,431,17.8,145.0,0,145.0,0,0
Huội Quảng,22/01 23:00,368.42,370,368,128.1,212.9,0,212.9,0,0
Sơn La,22/01 23:00,213.92,215,175,706.0,262.0,0,262.0,0,0
Hòa Bình,22/01 19:00,110.02,117,80,358.0,602.0,0,602.0,0,0
Thác Bà,22/01 23:00,56.57,58,46,,0.0,0,0.0,0,0
Bản Chát,23/01 23:00,473.5,475,431,19.4,0.0,0,0.0,0,0
Huội Quảng,23/01 21:00,368.1,370,368,117.9,0.0,0,0.0,0,0
Sơn La,23/01 23:00,213.69,215,175,468.0,607.0,0,607.0,0,0
Hòa Bình,23/01 19:00,109.81,117,80,863.0,2180.0,0,2180.0,0,0
Thác Bà,23/01 23:00,56.45,58,46,,430.86,0,430.86,0,0
Bản Chát,24/01 23:00,473.49,475,431,11.2,0.0,0,0.0,0,0
Huội Quảng,24/01 23:00,368.12,370,368,16.7,0.0,0,0.0,0,0
Sơn La,24/01 23:00,213.56,215,175,463.0,741.0,0,741.0,0,0
Hòa Bình,24/01 19:00,109.18,117,80,868.0,2275.0,0,2275.0,0,0
Thác Bà,24/01 23:00,56.3,58,46,,432.93,0,432.93,0,0
Bản Chát,25/01 23:00,473.49,475,431,11.2,0.0,0,0.0,0,0
Huội Quảng,25/01 23:00,368.34,370,368,39.1,0.0,0,0.0,0,0
Sơn La,25/01 23:00,213.44,215,175,1065.0,759.0,0,759.0,0,0
Hòa Bình,25/01 19:00,108.7,117,80,1509.0,2284.0,0,2284.0,0,0
Thác Bà,25/01 23:00,56.12,58,46,,435.28,0,435.28,0,0
Bản Chát,26/01 23:00,473.48,475,431,11.2,0.0,0,0.0,0,0
Huội Quảng,26/01 23:00,368.46,370,368,50.3,0.0,0,0.0,0,0
Sơn La,26/01 23:00,213.35,215,175,1181.0,481.0,0,481.0,0,0
Hòa Bình,26/01 19:00,108.12,117,80,1518.0,2293.0,0,2293.0,0,0
Thác Bà,26/01 23:00,55.98,58,46,,249.15,0,249.15,0,0
Bản Chát,27/01 23:00,473.46,475,431,11.2,0.0,0,0.0,0,0
Huội Quảng,27/01 23:00,368.56,370,368,16.7,0.0,0,0.0,0,0
Sơn La,27/01 23:00,213.17,215,175,534.0,617.0,0,617.0,0,0
Hòa Bình,27/01 19:00,107.54,117,80,1186.0,2304.0,0,2304.0,0,0
Thác Bà,27/01 23:00,55.83,58,46,,439.69,0,439.69,0,0
Bản Chát,28/01 23:00,473.48,475,431,11.2,0.0,0,0.0,0,0
Huội Quảng,28/01 23:00,368.68,370,368,16.6,0.0,0,0.0,0,0
Sơn La,28/01 23:00,213.04,215,175,566.0,622.0,0,622.0,0,0
Hòa Bình,28/01 19:00,106.88,117,80,1381.0,2314.0,0,2314.0,0,0
Thác Bà,28/01 23:00,55.69,58,46,,442.58,0,442.58,0,0
Bản Chát,29/01 23:00,473.49,475,431,11.2,0.0,0,0.0,0,0
Huội Quảng,29/01 23:00,368.77,370,368,16.6,0.0,0,0.0,0,0
Sơn La,29/01 23:00,212.87,215,175,852.0,574.0,0,574.0,0,0
Hòa Bình,29/01 19:00,106.26,117,80,1477.0,2324.0,0,2324.0,0,0
Thác Bà,29/01 23:00,55.55,58,46,,444.79,0,444.79,0,0
Bản Chát,30/01 23:00,473.5,475,431,11.2,0.0,0,0.0,0,0
Huội Quảng,30/01 23:00,368.88,370,368,28.1,0.0,0,0.0,0,0
Sơn La,30/01 23:00,212.88,215,175,798.0,465.0,0,465.0,0,0
Hòa Bình,30/01 19:00,105.57,117,80,1043.0,2139.0,0,2139.0,0,0
Thác Bà,30/01 23:00,55.39,58,46,,447.27,0,447.27,0,0
Bản Chát,31/01 23:00,473.5,475,431,27.5,0.0,0,0.0,0,0
Huội Quảng,31/01 23:00,368.88,370,368,16.7,0.0,0,0.0,0,0
Sơn La,31/01 23:00,212.64,215,175,164.0,608.0,0,608.0,0,0
Hòa Bình,31/01 19:00,104.76,117,80,337.0,2273.0,0,2273.0,0,0
Thác Bà,31/01 23:00,55.23,58,46,,449.48,0,449.48,0,0
Bản Chát,01/02 23:00,473.55,475,431,27.5,0.0,0,0.0,0,0
Huội Quảng,01/02 23:00,368.99,370,368,27.8,0.0,0,0.0,0,0
Sơn La,01/02 23:00,212.42,215,175,548.0,881.0,0,881.0,0,0
Hòa Bình,01/02 19:00,104.07,117,80,592.0,2358.0,0,2358.0,0,0
Thác Bà,01/02 23:00,55.07,58,46,,451.82,0,451.82,0,0
Bản Chát,02/02 23:00,473.43,475,431,23.0,77.0,0,77.0,0,0
Huội Quảng,02/02 23:00,369.16,370,368,85.0,0.0,0,0.0,0,0
Sơn La,02/02 23:00,212.21,215,175,1448.0,1031.0,0,1031.0,0,0
Hòa Bình,02/02 19:00,104.32,117,80,1091.0,391.0,0,391.0,0,0
Thác Bà,02/02 23:00,54.92,58,46,,450.38,0,450.38,0,0
Bản Chát,03/02 23:00,473.37,475,431,19.4,0.0,0,0.0,0,0
Huội Quảng,03/02 23:00,369.26,370,368,28.1,0.0,0,0.0,0,0
Sơn La,03/02 23:00,211.95,215,175,634.0,1190.0,0,1190.0,0,0
Hòa Bình,03/02 19:00,104.65,117,80,1139.0,269.0,0,269.0,0,0
Thác Bà,03/02 23:00,54.87,58,46,,142.33,0,142.33,0,0
Bản Chát,04/02 23:00,473.35,475,431,11.2,0.0,0,0.0,0,0
Huội Quảng,04/02 23:00,368.7,370,368,70.4,65.1,0,65.1,0,0
Sơn La,04/02 23:00,211.75,215,175,115.0,948.0,0,948.0,0,0
Hòa Bình,04/02 19:00,104.92,117,80,1150.0,960.0,0,960.0,0,0
Thác Bà,04/02 23:00,54.83,58,46,,142.56,0,142.56,0,0
Bản Chát,05/02 23:00,473.32,475,431,22.7,3.3,0,3.3,0,0
Huội Quảng,05/02 23:00,368.41,370,368,16.6,0.0,0,0.0,0,0
Sơn La,05/02 23:00,211.63,215,175,167.0,0.0,0,0.0,0,0
Hòa Bình,05/02 19:00,104.88,117,80,488.0,1148.0,0,1148.0,0,0
Thác Bà,05/02 23:00,54.77,58,46,,139.58,0,139.58,0,0
Bản Chát,06/02 23:00,473.21,475,431,15.7,126.8,0,126.8,0,0
Huội Quảng,06/02 23:00,368.18,370,368,120.7,239.2,0,239.2,0,0
Sơn La,06/02 23:00,211.64,215,175,333.0,0.0,0,0.0,0,0
Hòa Bình,06/02 19:00,104.52,117,80,140.0,968.0,0,968.0,0,0
Thác Bà,06/02 23:00,54.77,58,46,,139.49,0,139.49,0,0
Bản Chát,07/02 23:00,473.21,475,431,11.2,0.0,0,0.0,0,0
Huội Quảng,07/02 23:00,368.03,370,368,5.3,0.0,0,0.0,0,0
Sơn La,07/02 23:00,211.39,215,175,836.0,892.0,0,892.0,0,0
Hòa Bình,07/02 19:00,104.53,117,80,928.0,313.0,0,313.0,0,0
Thác Bà,07/02 23:00,54.7,58,46,,143.25,0,143.25,0,0
Bản Chát,08/02 23:00,473.48,475,431,198.7,0.0,0,0.0,0,0
Huội Quảng,08/02 23:00,368.23,370,368,16.7,0.0,0,0.0,0,0
Sơn La,08/02 23:00,211.53,215,175,1083.0,0.0,0,0.0,0,0
Hòa Bình,08/02 19:00,104.5,117,80,319.0,979.0,0,979.0,0,0
Thác Bà,08/02 23:00,54.72,58,46,,0.0,0,0.0,0,0
Bản Chát,09/02 23:00,473.78,475,431,100.9,0.0,0,0.0,0,0
Huội Quảng,09/02 23:00,368.59,370,368,27.8,0.0,0,0.0,0,0
Sơn La,09/02 23:00,211.73,215,175,556.0,0.0,0,0.0,0,0
Hòa Bình,09/02 19:00,104.33,117,80,65.0,640.0,0,640.0,0,0
Thác Bà,09/02 23:00,54.75,58,46,,139.67,0,139.67,0,0
Bản Chát,10/02 23:00,473.86,475,431,43.9,0.0,0,0.0,0,0
Huội Quảng,10/02 23:00,368.73,370,368,16.6,0.0,0,0.0,0,0
Sơn La,10/02 23:00,211.75,215,175,712.0,379.0,0,379.0,0,0
Hòa Bình,10/02 19:00,104.12,117,80,309.0,1139.0,0,1139.0,0,0
Thác Bà,10/02 23:00,54.74,58,46,,139.81,0,139.81,0,0
Bản Chát,11/02 23:00,473.91,475,431,27.6,0.0,0,0.0,0,0
Huội Quảng,11/02 23:00,368.85,370,368,16.6,0.0,0,0.0,0,0
Sơn La,11/02 21:00,211.63,215,175,117.0,1311.0,0,1311.0,0,0
Hòa Bình,11/02 19:00,103.81,117,80,1098.0,1752.0,0,1752.0,0,0
Thác Bà,11/02 23:00,54.67,58,46,,453.39,0,453.39,0,0
Bản Chát,12/02 23:00,473.93,475,431,19.4,0.0,0,0.0,0,0
Huội Quảng,12/02 23:00,368.9,370,368,16.6,0.0,0,0.0,0,0
Sơn La,12/02 23:00,211.39,215,175,564.0,565.0,0,565.0,0,0
Hòa Bình,12/02 19:00,103.8,117,80,653.0,633.0,0,633.0,0,0
Thác Bà,12/02 23:00,54.64,58,46,,143.67,0,143.67,0,0
Bản Chát,13/02 23:00,473.95,475,431,19.4,0.0,0,0.0,0,0
Huội Quảng,13/02 23:00,369.0,370,368,16.6,0.0,0,0.0,0,0
Sơn La,13/02 21:00,211.17,215,175,106.0,1023.0,0,1023.0,0,0
Hòa Bình,13/02 19:00,103.78,117,80,812.0,456.0,0,456.0,0,0
Thác Bà,13/02 23:00,54.6,58,46,,143.67,0,143.67,0,0
Bản Chát,14/02 23:00,473.91,475,431,10.0,21.9,0,21.9,0,0
Huội Quảng,14/02 23:00,368.66,370,368,59.8,43.2,0,43.2,0,0
Sơn La,14/02 23:00,211.06,215,175,556.0,0.0,0,0.0,0,0
Hòa Bình,14/02 19:00,103.71,117,80,496.0,729.0,0,729.0,0,0
Thác Bà,14/02 23:00,54.53,58,46,,143.94,0,143.94,0,0
Bản Chát,15/02 23:00,473.84,475,431,10.0,144.5,0,144.5,0,0
Huội Quảng,15/02 23:00,368.59,370,368,192.6,187.3,0,187.3,0,0
Sơn La,15/02 23:00,210.99,215,175,250.0,0.0,0,0.0,0,0
Hòa Bình,15/02 19:00,103.51,117,80,461.0,778.0,0,778.0,0,0
Thác Bà,15/02 23:00,54.48,58,46,,144.36,0,144.36,0,0
Bản Chát,16/02 23:00,473.66,475,431,24.4,241.3,0,241.3,0,0
Huội Quảng,16/02 23:00,368.24,370,368,227.3,177.0,0,177.0,0,0
Sơn La,16/02 23:00,211.01,215,175,1254.0,504.0,0,504.0,0,0
Hòa Bình,16/02 19:00,103.15,117,80,589.0,1158.0,0,1158.0,0,0
Thác Bà,16/02 23:00,54.4,58,46,,145.23,0,145.23,0,0
Bản Chát,17/02 23:00,473.42,475,431,16.9,241.9,0,241.9,0,0
Huội Quảng,17/02 23:00,368.0,370,368,247.9,332.7,0,332.7,0,0
Sơn La,17/02 23:00,210.92,215,175,1857.0,1301.0,0,1301.0,0,0
Hòa Bình,17/02 19:00,103.0,117,80,1136.0,1032.0,0,1032.0,0,0
Thác Bà,17/02 23:00,54.29,58,46,,143.48,0,143.48,0,0
Bản Chát,18/02 23:00,473.2,475,431,19.3,187.4,0,187.4,0,0
Huội Quảng,18/02 23:00,368.46,370,368,222.8,93.7,0,93.7,0,0
Sơn La,18/02 23:00,210.8,215,175,1713.0,685.0,0,685.0,0,0
Hòa Bình,18/02 19:00,103.29,117,80,1028.0,840.0,0,840.0,0,0
Thác Bà,18/02 23:00,54.22,58,46,,456.22,0,456.22,0,0
Bản Chát,19/02 23:00,472.9,475,431,14.4,243.3,0,243.3,0,0
Huội Quảng,19/02 23:00,368.07,370,368,256.3,374.8,0,374.8,0,0
Sơn La,19/02 23:00,210.67,215,175,1663.0,1302.0,0,1302.0,0,0
Hòa Bình,19/02 19:00,103.26,117,80,801.0,1286.0,0,1286.0,0,0
Thác Bà,19/02 23:00,54.11,58,46,,458.33,0,458.33,0,0
Bản Chát,20/02 23:00,472.57,475,431,28.1,233.0,0,233.0,0,0
Huội Quảng,20/02 23:00,368.89,370,368,233.2,204.3,0,204.3,0,0
Sơn La,20/02 23:00,210.55,215,175,456.0,678.0,0,678.0,0,0
Hòa Bình,20/02 19:00,103.4,117,80,872.0,1947.0,0,1947.0,0,0
Thác Bà,20/02 23:00,53.89,58,46,,458.89,0,458.89,0,0
Bản Chát,21/02 23:00,472.38,475,431,19.0,0.0,0,0.0,0,0
Huội Quảng,21/02 23:00,368.35,370,368,56.6,28.8,0,28.8,0,0
Sơn La,21/02 23:00,210.46,215,175,1577.0,299.0,0,299.0,0,0
Hòa Bình,21/02 19:00,102.68,117,80,604.0,1918.0,0,1918.0,0,0
Thác Bà,21/02 23:00,53.69,58,46,,458.97,0,458.97,0,0
Bản Chát,22/02 23:00,472.18,475,431,24.1,245.1,0,245.1,0,0
Huội Quảng,22/02 23:00,368.04,370,368,219.3,259.0,0,259.0,0,0
Sơn La,22/02 23:00,210.32,215,175,1464.0,881.0,0,881.0,0,0
Hòa Bình,22/02 19:00,102.22,117,80,592.0,1239.0,0,1239.0,0,0
Thác Bà,22/02 23:00,53.52,58,46,,449.64,0,449.64,0,0
Bản Chát,23/02 23:00,471.91,475,431,31.4,201.1,0,201.1,0,0
Huội Quảng,23/02 23:00,368.22,370,368,259.6,186.7,0,186.7,0,0
Sơn La,23/02 23:00,210.18,215,175,1291.0,1069.0,0,1069.0,0,0
Hòa Bình,23/02 19:00,102.41,117,80,959.0,772.0,0,772.0,0,0
Thác Bà,23/02 23:00,53.36,58,46,,453.34,0,453.34,0,0
Bản Chát,24/02 23:00,471.62,475,431,25.8,246.6,0,246.6,0,0
Huội Quảng,24/02 23:00,368.11,370,368,256.5,330.0,0,330.0,0,0
Sơn La,24/02 21:00,209.96,215,175,1212.0,1351.0,0,1351.0,0,0
Hòa Bình,24/02 19:00,102.56,117,80,826.0,1057.0,0,1057.0,0,0
Thác Bà,24/02 23:00,53.19,58,46,,456.27,0,456.27,0,0
Bản Chát,25/02 23:00,471.3,475,431,30.6,247.4,0,247.4,0,0
Huội Quảng,25/02 23:00,368.32,370,368,365.5,372.8,0,372.8,0,0
Sơn La,25/02 23:00,209.92,215,175,457.0,1001.0,0,1001.0,0,0
Hòa Bình,25/02 19:00,102.42,117,80,526.0,1173.0,0,1173.0,0,0
Thác Bà,25/02 23:00,53.03,58,46,,451.07,0,451.07,0,0
Bản Chát,26/02 23:00,471.01,475,431,23.5,248.2,0,248.2,0,0
Huội Quảng,26/02 23:00,368.04,370,368,265.3,372.6,0,372.6,0,0
Sơn La,26/02 23:00,209.66,215,175,1299.0,1382.0,0,1382.0,0,0
Hòa Bình,26/02 19:00,102.64,117,80,1304.0,701.0,0,701.0,0,0
Thác Bà,26/02 23:00,52.84,58,46,,450.8,0,450.8,0,0
Bản Chát,27/02 23:00,470.76,475,431,10.6,0.0,0,0.0,0,0
Huội Quảng,27/02 23:00,368.38,370,368,5.3,0.0,0,0.0,0,0
Sơn La,27/02 23:00,209.47,215,175,496.0,857.0,0,857.0,0,0
Hòa Bình,27/02 19:00,102.88,117,80,786.0,766.0,0,766.0,0,0
Thác Bà,27/02 23:00,52.77,58,46,,144.52,0,144.52,0,0
Bản Chát,28/02 23:00,470.62,475,431,23.0,51.0,0,51.0,0,0
Huội Quảng,28/02 23:00,368.67,370,368,106.6,0.0,0,0.0,0,0
Sơn La,28/02 23:00,209.25,215,175,1145.0,867.0,0,867.0,0,0
Hòa Bình,28/02 19:00,103.05,117,80,601.0,497.0,0,497.0,0,0
Thác Bà,28/02 23:00,52.75,58,46,,0.0,0,0.0,0,0
Bản Chát,01/03 23:00,470.41,475,431,21.6,249.8,0,249.8,0,0
Huội Quảng,01/03 23:00,368.69,370,368,237.3,277.0,0,277.0,0,0
Sơn La,01/03 23:00,209.05,215,175,1584.0,806.0,0,806.0,0,0
Hòa Bình,01/03 19:00,103.17,117,80,663.0,748.0,0,748.0,0,0
Thác Bà,01/03 23:00,52.71,58,46,,133.35,0,133.35,0,0
Bản Chát,02/03 23:00,470.14,475,431,7.6,205.0,0,205.0,0,0
Huội Quảng,02/03 23:00,368.94,370,368,241.1,326.1,0,326.1,0,0
Sơn La,02/03 23:00,209.03,215,175,1168.0,557.0,0,557.0,0,0
Hòa Bình,02/03 19:00,103.27,117,80,926.0,822.0,0,822.0,0,0
Thác Bà,02/03 23:00,52.66,58,46,,284.76,0,284.76,0,0
Bản Chát,03/03 23:00,469.93,475,431,12.2,251.1,0,251.1,0,0
Huội Quảng,03/03 23:00,368.71,370,368,263.2,347.9,0,347.9,0,0
Sơn La,03/03 23:00,208.94,215,175,865.0,948.0,0,948.0,0,0
Hòa Bình,03/03 19:00,103.24,117,80,677.0,994.0,0,994.0,0,0
Thác Bà,03/03 23:00,52.62,58,46,,0.0,0,0.0,0,0
Bản Chát,04/03 23:00,469.8,475,431,15.2,125.8,0,125.8,0,0
Huội Quảng,04/03 23:00,368.74,370,368,192.2,141.9,0,141.9,0,0
Sơn La,04/03 23:00,208.77,215,175,723.0,140.0,0,140.0,0,0
Hòa Bình,04/03 19:00,103.28,117,80,828.0,976.0,0,976.0,0,0
Thác Bà,04/03 23:00,52.59,58,46,,142.03,0,142.03,0,0
Bản Chát,05/03 23:00,469.68,475,431,15.8,96.2,0,96.2,0,0
Huội Quảng,05/03 23:00,368.47,370,368,153.9,92.3,0,92.3,0,0
Sơn La,05/03 23:00,208.8,215,175,1113.0,557.0,0,557.0,0,0
Hòa Bình,05/03 19:00,103.19,117,80,648.0,881.0,0,881.0,0,0
Thác Bà,05/03 23:00,52.54,58,46,,298.43,0,298.43,0,0
Bản Chát,06/03 23:00,469.48,475,431,17.3,173.2,0,173.2,0,0
Huội Quảng,06/03 23:00,368.18,370,368,165.3,227.6,0,227.6,0,0
Sơn La,06/03 23:00,208.74,215,175,754.0,1060.0,0,1060.0,0,0
Hòa Bình,06/03 19:00,103.07,117,80,616.0,1101.0,0,1101.0,0,0
Thác Bà,06/03 23:00,52.48,58,46,,145.65,0,145.65,0,0
Bản Chát,07/03 23:00,469.41,475,431,15.9,20.7,0,20.7,0,0
Huội Quảng,07/03 23:00,368.17,370,368,49.7,78.1,0,78.1,0,0
Sơn La,07/03 23:00,208.49,215,175,318.0,957.0,0,957.0,0,0
Hòa Bình,07/03 19:00,103.2,117,80,725.0,1042.0,0,1042.0,0,0
Thác Bà,07/03 23:00,52.41,58,46,,299.99,0,299.99,0,0
Bản Chát,08/03 23:00,469.22,475,431,14.1,253.1,0,253.1,0,0
Huội Quảng,08/03 23:00,368.03,370,368,255.5,284.0,0,284.0,0,0
Sơn La,08/03 23:00,208.33,215,175,1169.0,808.0,0,808.0,0,0
Hòa Bình,08/03 19:00,103.3,117,80,598.0,578.0,0,578.0,0,0
Thác Bà,08/03 23:00,52.35,58,46,,0.0,0,0.0,0,0
Bản Chát,09/03 23:00,468.94,475,431,12.3,253.9,0,253.9,0,0
Huội Quảng,09/03 23:00,368.06,370,368,266.5,283.8,0,283.8,0,0
Sơn La,09/03 23:00,208.21,215,175,1094.0,566.0,0,566.0,0,0
